x	y	label	PANEL
0.196969696969697	0.306818181818182	0.4	1
0.196969696969697	0.306818181818182	0.4	2
0.196969696969697	0.306818181818182	0.6	3
0.196969696969697	0.306818181818182	0.3	4
0.196969696969697	0.306818181818182	1.4	5
0.196969696969697	0.306818181818182	0.6	6
0.196969696969697	0.306818181818182	0.1	7
0.196969696969697	0.306818181818182	1.3	8
0.196969696969697	0.306818181818182	0.1	9
0.196969696969697	0.306818181818182	0.4	10
0.196969696969697	0.306818181818182	0.2	11
0.196969696969697	0.306818181818182	1.3	12
0.196969696969697	0.306818181818182	0.2	13
0.196969696969697	0.306818181818182	0.4	14
0.196969696969697	0.306818181818182	0.4	15
0.196969696969697	0.306818181818182	0.5	16
0.196969696969697	0.306818181818182	1.1	17
0.196969696969697	0.306818181818182	1.1	18
0.196969696969697	0.306818181818182	0.5	19
0.196969696969697	0.306818181818182	4.3	20
0.196969696969697	0.306818181818182	1.1	21
0.196969696969697	0.306818181818182	0.6	22
0.196969696969697	0.306818181818182	1.2	23
0.196969696969697	0.306818181818182	0.4	24
