colour	x	xend	y	yend	tooltip	PANEL
#00BFC4	0.0521722782724617	0.0589994230787822	0.5	0.5	( 0.01 ,  0.01 )	1
#F8766D	0.0455316751482448	0.0467084144549074	0.5	0.5	( 0 ,  0 )	1
#00BFC4	0.0484542702614659	0.0553120184904274	0.5	0.5	( 0 ,  0.01 )	2
#F8766D	0.0454545454545454	0.0468134482201624	0.5	0.5	( 0 ,  0 )	2
#00BFC4	0.046201463332239	0.0521429920400367	0.5	0.5	( 0 ,  0.01 )	3
#F8766D	0.045749508945397	0.0501798794544589	0.5	0.5	( 0 ,  0.01 )	3
#00BFC4	0.0454545454545454	0.048328338852829	0.5	0.5	( 0 ,  0 )	4
#F8766D	0.0454545454545454	0.0473084654789205	0.5	0.5	( 0 ,  0 )	4
#00BFC4	0.0454545454545455	0.0528036253512165	0.5	0.5	( 0 ,  0.01 )	5
#F8766D	0.0454545454545455	0.0472362978060392	0.5	0.5	( 0 ,  0 )	5
#00BFC4	0.0454545454545455	0.0586054689731652	0.5	0.5	( 0 ,  0.01 )	6
#F8766D	0.0454545454545455	0.0469253860272861	0.5	0.5	( 0 ,  0 )	6
#00BFC4	0.0547548095504645	0.0668973041021595	0.5	0.5	( 0.01 ,  0.02 )	7
#F8766D	0.0454545454545455	0.0478144815637969	0.5	0.5	( 0 ,  0 )	7
#00BFC4	0.0488134834168158	0.0600561210863548	0.5	0.5	( 0 ,  0.02 )	8
#F8766D	0.0454545454545455	0.0501099365981177	0.5	0.5	( 0 ,  0.01 )	8
#00BFC4	0.04972308779488	0.0622367707752789	0.5	0.5	( 0 ,  0.02 )	9
#F8766D	0.0454545454545455	0.0474140493518997	0.5	0.5	( 0 ,  0 )	9
#00BFC4	0.0454545454545454	0.0515344686103884	0.5	0.5	( 0 ,  0.01 )	10
#F8766D	0.0454545454545454	0.0473519933198777	0.5	0.5	( 0 ,  0 )	10
#00BFC4	0.0459632912480729	0.0602417467584616	0.5	0.5	( 0 ,  0.02 )	11
#F8766D	0.0454545454545455	0.0486097161927968	0.5	0.5	( 0 ,  0 )	11
#00BFC4	0.0454545454545455	0.0509279663374793	0.5	0.5	( 0 ,  0.01 )	12
#F8766D	0.0454545454545455	0.0495060701933024	0.5	0.5	( 0 ,  0 )	12
#00BFC4	0.0503019388884822	0.0692059979891689	0.5	0.5	( 0.01 ,  0.03 )	13
#F8766D	0.0454545454545455	0.0525554796298546	0.5	0.5	( 0 ,  0.01 )	13
#00BFC4	0.0454545454545455	0.0769522370045225	0.5	0.5	( 0 ,  0.03 )	14
#F8766D	0.0454545454545455	0.0474532305756905	0.5	0.5	( 0 ,  0 )	14
#00BFC4	0.0491728547016665	0.0666972226226041	0.5	0.5	( 0 ,  0.02 )	15
#F8766D	0.0454545454545455	0.0537990889485875	0.5	0.5	( 0 ,  0.01 )	15
#00BFC4	0.0454545454545455	0.0611047825274057	0.5	0.5	( 0 ,  0.02 )	16
#F8766D	0.0454545454545455	0.0557100024776046	0.5	0.5	( 0 ,  0.01 )	16
#00BFC4	0.0454545454545455	0.0573732238175219	0.5	0.5	( 0 ,  0.01 )	17
#F8766D	0.0454545454545455	0.053182491232443	0.5	0.5	( 0 ,  0.01 )	17
#00BFC4	0.0454545454545455	0.0583839170004071	0.5	0.5	( 0 ,  0.01 )	18
#F8766D	0.0454545454545455	0.0517046537236086	0.5	0.5	( 0 ,  0.01 )	18
#00BFC4	0.0528898241053858	0.106240477892921	0.5	0.5	( 0.01 ,  0.07 )	19
#F8766D	0.0454545454545455	0.0567205017275987	0.5	0.5	( 0 ,  0.01 )	19
#00BFC4	0.0454545454545455	0.0611269569384567	0.5	0.5	( 0 ,  0.02 )	20
#F8766D	0.0454545454545455	0.0531293694244733	0.5	0.5	( 0 ,  0.01 )	20
#00BFC4	0.0462371486212745	0.066284572077613	0.5	0.5	( 0 ,  0.02 )	21
#F8766D	0.0454545454545455	0.0571610347506125	0.5	0.5	( 0 ,  0.01 )	21
#00BFC4	0.0454545454545455	0.0672175833771664	0.5	0.5	( 0 ,  0.02 )	22
#F8766D	0.0454545454545455	0.0464584906613521	0.5	0.5	( 0 ,  0 )	22
#00BFC4	0.0454545454545455	0.0599767667080189	0.5	0.5	( 0 ,  0.02 )	23
#F8766D	0.0454545454545455	0.0520393362306154	0.5	0.5	( 0 ,  0.01 )	23
#00BFC4	0.0454545454545455	0.0514399438163965	0.5	0.5	( 0 ,  0.01 )	24
#F8766D	0.0454545454545455	0.0582232269357461	0.5	0.5	( 0 ,  0.01 )	24
