x	y	label	PANEL
0.601010101010101	0.875	0.1	1
0.601010101010101	0.875	0	2
0.601010101010101	0.875	0.3	3
0.601010101010101	0.875	0	4
0.601010101010101	0.875	0.8	5
0.601010101010101	0.875	1.9	6
0.601010101010101	0.875	0	7
0.601010101010101	0.875	0.1	8
0.601010101010101	0.875	13.9	9
0.601010101010101	0.875	0	10
0.601010101010101	0.875	0.3	11
0.601010101010101	0.875	12.4	12
0.601010101010101	0.875	0.1	13
0.601010101010101	0.875	0.2	14
0.601010101010101	0.875	1.8	15
0.601010101010101	0.875	0.2	16
0.601010101010101	0.875	7.6	17
0.601010101010101	0.875	0.2	18
0.601010101010101	0.875	0.2	19
0.601010101010101	0.875	0.2	20
0.601010101010101	0.875	0.7	21
0.601010101010101	0.875	0.1	22
0.601010101010101	0.875	0	23
0.601010101010101	0.875	0.8	24
