x	y	label	PANEL
0.095959595959596	0.534090909090909	0	1
0.095959595959596	0.534090909090909	0	2
0.095959595959596	0.534090909090909	6.1	3
0.095959595959596	0.534090909090909	0.6	4
0.095959595959596	0.534090909090909	0	5
0.095959595959596	0.534090909090909	0	6
0.095959595959596	0.534090909090909	0	7
0.095959595959596	0.534090909090909	0.2	8
0.095959595959596	0.534090909090909	0	9
0.095959595959596	0.534090909090909	0	10
0.095959595959596	0.534090909090909	0.1	11
0.095959595959596	0.534090909090909	1.2	12
0.095959595959596	0.534090909090909	0	13
0.095959595959596	0.534090909090909	0	14
0.095959595959596	0.534090909090909	0	15
0.095959595959596	0.534090909090909	0.5	16
0.095959595959596	0.534090909090909	0.3	17
0.095959595959596	0.534090909090909	1.3	18
0.095959595959596	0.534090909090909	0	19
0.095959595959596	0.534090909090909	7	20
0.095959595959596	0.534090909090909	0.2	21
0.095959595959596	0.534090909090909	0	22
0.095959595959596	0.534090909090909	1.5	23
0.095959595959596	0.534090909090909	2.2	24
