x	y	label	PANEL
0.398989898989899	0.761363636363636	0.8	1
0.398989898989899	0.761363636363636	1	2
0.398989898989899	0.761363636363636	0.5	3
0.398989898989899	0.761363636363636	1.2	4
0.398989898989899	0.761363636363636	0.4	5
0.398989898989899	0.761363636363636	1.5	6
0.398989898989899	0.761363636363636	0.5	7
0.398989898989899	0.761363636363636	0.8	8
0.398989898989899	0.761363636363636	1.9	9
0.398989898989899	0.761363636363636	0.5	10
0.398989898989899	0.761363636363636	2.7	11
0.398989898989899	0.761363636363636	1.1	12
0.398989898989899	0.761363636363636	0.5	13
0.398989898989899	0.761363636363636	0.7	14
0.398989898989899	0.761363636363636	1.7	15
0.398989898989899	0.761363636363636	0.4	16
0.398989898989899	0.761363636363636	1.3	17
0.398989898989899	0.761363636363636	1	18
0.398989898989899	0.761363636363636	0.9	19
0.398989898989899	0.761363636363636	0.7	20
0.398989898989899	0.761363636363636	1.1	21
0.398989898989899	0.761363636363636	0.3	22
0.398989898989899	0.761363636363636	0.7	23
0.398989898989899	0.761363636363636	2.2	24
