x	y	label	PANEL
0.803030303030303	0.761363636363636	0	1
0.803030303030303	0.761363636363636	0	2
0.803030303030303	0.761363636363636	0.2	3
0.803030303030303	0.761363636363636	0	4
0.803030303030303	0.761363636363636	0.1	5
0.803030303030303	0.761363636363636	3	6
0.803030303030303	0.761363636363636	0	7
0.803030303030303	0.761363636363636	0	8
0.803030303030303	0.761363636363636	0.6	9
0.803030303030303	0.761363636363636	0.1	10
0.803030303030303	0.761363636363636	0.5	11
0.803030303030303	0.761363636363636	3.6	12
0.803030303030303	0.761363636363636	0	13
0.803030303030303	0.761363636363636	0.2	14
0.803030303030303	0.761363636363636	0.2	15
0.803030303030303	0.761363636363636	0.7	16
0.803030303030303	0.761363636363636	0.7	17
0.803030303030303	0.761363636363636	0.3	18
0.803030303030303	0.761363636363636	0.9	19
0.803030303030303	0.761363636363636	0	20
0.803030303030303	0.761363636363636	0.1	21
0.803030303030303	0.761363636363636	0.2	22
0.803030303030303	0.761363636363636	0	23
0.803030303030303	0.761363636363636	0.4	24
