x	y	label	PANEL
0.702020202020202	0.647727272727273	0.5	1
0.702020202020202	0.647727272727273	0.5	2
0.702020202020202	0.647727272727273	0.6	3
0.702020202020202	0.647727272727273	0.5	4
0.702020202020202	0.647727272727273	0.3	5
0.702020202020202	0.647727272727273	0.9	6
0.702020202020202	0.647727272727273	0.3	7
0.702020202020202	0.647727272727273	0.5	8
0.702020202020202	0.647727272727273	0.5	9
0.702020202020202	0.647727272727273	0.8	10
0.702020202020202	0.647727272727273	1	11
0.702020202020202	0.647727272727273	0.6	12
0.702020202020202	0.647727272727273	0.4	13
0.702020202020202	0.647727272727273	0.5	14
0.702020202020202	0.647727272727273	0.5	15
0.702020202020202	0.647727272727273	0.7	16
0.702020202020202	0.647727272727273	0.8	17
0.702020202020202	0.647727272727273	0.6	18
0.702020202020202	0.647727272727273	0.9	19
0.702020202020202	0.647727272727273	0.5	20
0.702020202020202	0.647727272727273	0.3	21
0.702020202020202	0.647727272727273	0.8	22
0.702020202020202	0.647727272727273	1.4	23
0.702020202020202	0.647727272727273	1.2	24
