x	y	label	PANEL
0.095959595959596	0.306818181818182	0	1
0.095959595959596	0.306818181818182	0	2
0.095959595959596	0.306818181818182	1	3
0.095959595959596	0.306818181818182	0	4
0.095959595959596	0.306818181818182	0.2	5
0.095959595959596	0.306818181818182	0	6
0.095959595959596	0.306818181818182	0	7
0.095959595959596	0.306818181818182	1.2	8
0.095959595959596	0.306818181818182	0	9
0.095959595959596	0.306818181818182	0.1	10
0.095959595959596	0.306818181818182	0	11
0.095959595959596	0.306818181818182	1.9	12
0.095959595959596	0.306818181818182	0	13
0.095959595959596	0.306818181818182	0.1	14
0.095959595959596	0.306818181818182	0	15
0.095959595959596	0.306818181818182	0.3	16
0.095959595959596	0.306818181818182	0.2	17
0.095959595959596	0.306818181818182	0.7	18
0.095959595959596	0.306818181818182	0	19
0.095959595959596	0.306818181818182	43.4	20
0.095959595959596	0.306818181818182	0.4	21
0.095959595959596	0.306818181818182	0.1	22
0.095959595959596	0.306818181818182	5	23
0.095959595959596	0.306818181818182	0.1	24
