colour	x	xend	y	yend	tooltip	PANEL
#00BFC4	0.0839441280090057	0.10060990451728	0.5	0.5	( 0.04 ,  0.06 )	1
#F8766D	0.0488018475850022	0.053582542787901	0.5	0.5	( 0 ,  0.01 )	1
#00BFC4	0.0579863689771665	0.0722049369632003	0.5	0.5	( 0.01 ,  0.03 )	2
#F8766D	0.0462027019577636	0.0498918866678443	0.5	0.5	( 0 ,  0 )	2
#00BFC4	0.0550203133101779	0.0691696644605861	0.5	0.5	( 0.01 ,  0.03 )	3
#F8766D	0.0465687423765514	0.0511163501661687	0.5	0.5	( 0 ,  0.01 )	3
#00BFC4	0.0479803045990257	0.0579845405571923	0.5	0.5	( 0 ,  0.01 )	4
#F8766D	0.0457978590463295	0.0534224160636433	0.5	0.5	( 0 ,  0.01 )	4
#00BFC4	0.0564557816039207	0.0892905366661799	0.5	0.5	( 0.01 ,  0.05 )	5
#F8766D	0.0454545454545455	0.0490137725085412	0.5	0.5	( 0 ,  0 )	5
#00BFC4	0.0457846552568064	0.0666032223768617	0.5	0.5	( 0 ,  0.02 )	6
#F8766D	0.0454545454545455	0.0498100681998827	0.5	0.5	( 0 ,  0 )	6
#00BFC4	0.0905636687846509	0.118469771519156	0.5	0.5	( 0.05 ,  0.08 )	7
#F8766D	0.0483060632047307	0.0569632889012515	0.5	0.5	( 0 ,  0.01 )	7
#00BFC4	0.0534844847919097	0.0717879340304149	0.5	0.5	( 0.01 ,  0.03 )	8
#F8766D	0.0466747407479488	0.059359321755275	0.5	0.5	( 0 ,  0.02 )	8
#00BFC4	0.0649820222337854	0.0864228509889322	0.5	0.5	( 0.02 ,  0.04 )	9
#F8766D	0.0463270624746973	0.0524979407242083	0.5	0.5	( 0 ,  0.01 )	9
#00BFC4	0.0482565866256244	0.0603540275209188	0.5	0.5	( 0 ,  0.02 )	10
#F8766D	0.0454545454545454	0.0489063419645014	0.5	0.5	( 0 ,  0 )	10
#00BFC4	0.0599478102397082	0.0897236879625239	0.5	0.5	( 0.02 ,  0.05 )	11
#F8766D	0.0456720813097069	0.0541459839938678	0.5	0.5	( 0 ,  0.01 )	11
#00BFC4	0.046593821088898	0.0614363456682038	0.5	0.5	( 0 ,  0.02 )	12
#F8766D	0.0454545454545455	0.0508629162369816	0.5	0.5	( 0 ,  0.01 )	12
#00BFC4	0.096455616378187	0.155405041183422	0.5	0.5	( 0.06 ,  0.12 )	13
#F8766D	0.0462439026941843	0.0579652753948892	0.5	0.5	( 0 ,  0.01 )	13
#00BFC4	0.0526213599405938	0.114230026039133	0.5	0.5	( 0.01 ,  0.08 )	14
#F8766D	0.0454545454545455	0.050054279068854	0.5	0.5	( 0 ,  0.01 )	14
#00BFC4	0.0793566237108982	0.122780893478396	0.5	0.5	( 0.04 ,  0.09 )	15
#F8766D	0.0475526809922259	0.0616337685561424	0.5	0.5	( 0 ,  0.02 )	15
#00BFC4	0.0476143203741281	0.0722898381686968	0.5	0.5	( 0 ,  0.03 )	16
#F8766D	0.0454545454545455	0.0585156738660626	0.5	0.5	( 0 ,  0.01 )	16
#00BFC4	0.0589858936539016	0.0927889967045743	0.5	0.5	( 0.01 ,  0.05 )	17
#F8766D	0.0470310056081525	0.0613596918482639	0.5	0.5	( 0 ,  0.02 )	17
#00BFC4	0.0500135078090557	0.0748752072922586	0.5	0.5	( 0.01 ,  0.03 )	18
#F8766D	0.0454545454545455	0.0591795184650638	0.5	0.5	( 0 ,  0.02 )	18
#00BFC4	0.0905311697353507	0.198730418979739	0.5	0.5	( 0.05 ,  0.17 )	19
#F8766D	0.0454545454545455	0.0780704886153595	0.5	0.5	( 0 ,  0.04 )	19
#00BFC4	0.0454545454545455	0.0852724196811805	0.5	0.5	( 0 ,  0.04 )	20
#F8766D	0.0454545454545455	0.0788876709958221	0.5	0.5	( 0 ,  0.04 )	20
#00BFC4	0.0593681444046727	0.107321360967584	0.5	0.5	( 0.02 ,  0.07 )	21
#F8766D	0.0455187291837934	0.068837001915882	0.5	0.5	( 0 ,  0.03 )	21
#00BFC4	0.0454545454545455	0.0882368163469154	0.5	0.5	( 0 ,  0.05 )	22
#F8766D	0.0454545454545455	0.0524553239429274	0.5	0.5	( 0 ,  0.01 )	22
#00BFC4	0.0507572727779747	0.0902975343353493	0.5	0.5	( 0.01 ,  0.05 )	23
#F8766D	0.0454545454545455	0.0574973639822313	0.5	0.5	( 0 ,  0.01 )	23
#00BFC4	0.0454545454545455	0.0680468571326402	0.5	0.5	( 0 ,  0.02 )	24
#F8766D	0.0454545454545455	0.0666998666205788	0.5	0.5	( 0 ,  0.02 )	24
