colour	y	x	PANEL	fill
#F8766D	0.310519480519481	0.418939393939394	1	#F8766D
#F8766D	0.512077922077922	0.765909090909091	1	#F8766D
#F8766D	0.364415584415584	0.386818181818182	1	#F8766D
#F8766D	0.463506493506494	0.698181818181818	1	#F8766D
#F8766D	0.372597402597403	0.645454545454546	1	#F8766D
#F8766D	0.326233766233766	0.371515151515152	1	#F8766D
#00BFC4	0.450909090909091	0.275151515151515	1	#00BFC4
#F8766D	0.377012987012987	0.299545454545455	1	#F8766D
#F8766D	0.32961038961039	0.293787878787879	1	#F8766D
#F8766D	0.356883116883117	0.41469696969697	1	#F8766D
#F8766D	0.28961038961039	0.301515151515152	1	#F8766D
#F8766D	0.375584415584416	0.343181818181818	1	#F8766D
#F8766D	0.711298701298701	0.562727272727273	1	#F8766D
#00BFC4	0.144675324675325	0.453181818181818	1	#00BFC4
#F8766D	0.500779220779221	0.654545454545455	1	#F8766D
#F8766D	0.204675324675325	0.47469696969697	1	#F8766D
#F8766D	0.343376623376623	0.429545454545455	1	#F8766D
#F8766D	0.275714285714286	0.434090909090909	1	#F8766D
